id,name,category,sub_category,address,latitude,longitude,artist,year,description,material
171,John Batman Memorial,Artworks & Fountains,Cairn,"Queen Victoria Market approximately 20m South of Market Espresso & Trolley Hire, Trolley Hire, Queen Victoria Market, Victoria Street, Melbourne, 3000",-37.80813550681884,144.95764591736565,"Brown, J. W.",1881,"Bluestone cairn with upper and lower plinths. A low fence surrounds the cairn. John Batman is best known as a founding father of Melbourne. A prosperous Tasmanian farmer, he looked to Victoria to increase his grazing lands. In 1835, Batman made his controversial `treaty' with Wurundjeri elders and returned to Launceston to make arrangements for the new settlement. On returning to Victoria some months later, he found John Pascoe Fawkner had already settled the site of Melbourne. With his health declining, he settled on Batman's Hill, near the present site of the Southern Cross Railway Station. He died of syphilis just four years later in 1839.  Batman was buried in the old Melbourne cemetery (since 1922 the Queen Victorian Market), but no headstone marked his grave. When interest in Batman arose 40 years later it was near impossible to establish his burial place. Once found, a bluestone monument was erected in his memory. In 1922, the cemetery was de-registered and the monument moved to the north bank of the Yarra at Swan Street Bridge. Batman's remains were exhumed and re-interred in the Fawkner Cemetery, named, ironically, in honour of his archrival. The monument was later returned to its original site.",
172,William Ievers (Snr) Memorial Drinking Fountain,Artworks & Fountains,Memorial Drinking Fountain,Argyle Square,-37.802834190764166,144.96638556021273,"Richardson, Charles Douglas",1915,"Shrine like architectural structure surmounted by life size bust of William Ievers. Architecture structure: bluestone steps grey Harcourt & red Finland granite.  Bust: white marble. Drinking element in base, under canopy.  Richardson sculpted three memorial fountains dedicated to the Ievers family, who donated them to the community in thanks for its support. William Jnr (1881-95), William Snr (1895-1901) and George Hawkins (1901-21) consecutively represented the Smith Ward over a period of 40 years. George Ievers proposed the fountains in 1913 as part of a beautification scheme coordinated by the Parks & Gardens Committee, of which he was a member. This was the first of the three memorials to be unveiled, which took place in August 1919.",
173,Lynch''''s Bridge Mosaic Mural,Artworks & Fountains,Mural,"Epsom Road between Westbourne Road and Smithfield Road approximately 48m North of 2 Coopers Lane, Kensington, 3031",-37.79020534335677,144.92393918797248,"McKinnon, Elizabeth",1990-92,"The mural depicts the stockmen with their horses and dogs, driving sheep and cattle to market as they did for many years.   In 1992, Elizabeth MacKinnon was commissioned to create a public artwork for the old Newmarket saleyards, transformed into a residential neighbourhood as part of the state government Lynch's Bridge Project. Commissioned at a key juncture in the site's life, the mosaic recollects the saleyards' past and acknowledges its future through its two pictorially distinct parts. The mosaic mural was gifted to the City of Melbourne by the Victorian state government. Before its official unveiling at Epsom Road underpass in 1998, it toured to towns in country Victoria and was displayed at Footscray's Living Museum of the West.   The Epsom Road underpass was known as `the back gate' during the saleyards' 126-year history. The back gate was where all livestock passed following its auction, each beast counted so a fee could be levied for the City Council. It is here that the mural is sited.  During MacKinnon's research for the part known as `In Memory of the Newmarket Saleyards' she consulted with former stockmen and older community members to pay homage to the saleyards and to those whose working lives were structured by it.   MacKinnon worked closely with members of the new Lynch's Bridge community to devise the 12 panels comprising `To the Future'. This section of the mural expresses a sense of place for residents, ranging over their cultural and migratory heritage and referencing the history of the area's natural environment.",
174,Coles Fountain,Artworks & Fountains,Fountain,Parliament Reserve,-37.80977063998943,144.97348397026266,"Woodward, Robert",1981,"Sited in Parliament Gardens, his Coles Fountain is a striking counterpoint to its historical garden setting. Its stainless-steel tubing forms a geometrical frame some three metres high, from which water cascades into a shallow pool below. To `enter' the C-shaped fountain is to be virtually encircled by a curtain of water. It is set on finished bluestone paving, which reflects the geometry of the fountain.",
175,Sir Thomas Blamey Memorial,Artworks & Fountains,Memorial,"Kings Domain approximately 93m NE of Marquis of Linlithgow Memorial Reserve, St Kilda Road, Melbourne, 3004",-37.82630110126131,144.97281890582408,"EWERS, Raymond B.",1958,"One rectangular cubic pedestal realised on granite slabs fixed on concrete. Bronze inscription on front facade. Oversize 3D bronze statue of Thomas Blamey in uniform standing behind an army vehicle windscreen installed on top of pedestal. The monument was cast in six pieces, four at a foundry in London and two in Melbourne, 1959.  A memorial to Blamey was announced in 1958, although its site opposite the memorial to Sir John Monash had been reserved since 1952. There was some dispute over just what vehicle Blamey would be mounted on, with both tradition and Blamey's wife demanding a horse. Ewers won this battle and mounted his subject on a military Jeep. Sited opposite Monash, depicted on horseback and with whom Blamey had served in World War One, Ewers' statue captures the transformation of the technologies of war through this symbol of its mechanisation. In familiar military style, the plaque is a roll call of Blamey's military positions. Ewers' sculpture is one of the few pieces of traditional memorial statuary created after the 1950s. It represents a change in memorial tradition and, importantly, a decline in monumental figurative sculpture.   Sir Thomas Blamey was born near Wagga in 1884 and was the first Australian to become field marshal. He was a controversial man, who commanded much respect for his actions on the battlefield and for his willingness to challenge British and US generals, but his skills did not translate well to the civilian arena. As police commissioner of Victoria between 1925 and 1936, he was harsh in his treatment of Labor activists and the unemployed, and he resigned amid scandal when he was linked to wounding the superintendent of the Criminal Investigation Bureau. Still, Blamey was knighted in 1935 and promoted to field marshal in 1950, the year before he died.",
176,A History Apparatus - Vessel Craft & Beacon,Artworks & Fountains,Sculpture,"Russell Street between Little Collins Street and Bourke Street approximately 17m West of Edoya Japanese Restaurant, Ground, 138-144 Russell Street, Melbourne, 3000",-37.81304936449115,144.96821095479558,"Reynolds, Chris",1993,"Chris Reynolds'''''''' A History Apparatus - Vessel, Craft and Beacon was conceived as part of the National Metal Industry Sculpture Project, an innovative sculpture-in-residency program that aimed to cultivate links between the artistic and technical endeavours and the greater community.  The work comprises three main elements - the vessel, craft and beacon - and three lesser elements - the chord, snip-ring and trestle. The main components of this sprawling sculpture, 24 metres in length, refer to the temporal concepts that anchor us in the world: the vessel represents the past, the craft represents the present and the beacon the future.  A History Apparatus resulted from a collaborative effort between the artist and the Australian Metal Workers Union, Aerospace Technology of Australia and the City of Melbourne. Each of these organisations has an illustrious past but is forging a new future. While the work gives a nod to these organisations'''''''' histories, it also comments on the continuity of time and how we all construct our histories, presents and futures.  Unveiled 31 July 1995 The sculpture sits on the site of Melbourne''''''''s first underground public toilet, opened in 1902, which is listed on the Victorian Heritage Register.",
177,North Melbourne War Memorial,Artworks & Fountains,Cenotaph,King & Victoria Street Reserve,-37.805233515414656,144.94868041774336,H.B.Corben & Sons Pty. Ltd.,1926,"Sculpted memorial to residents of North and West Melbourne who died in the First World War, Second World War, Korea, Malaya, Sabah Sarawak, Malaya and Vietnam. The cenotaph is a stone column and ball on a stone plinth and two-stepped base.",
178,King George V Memorial,Artworks & Fountains,Memorial,Kings Domain,-37.82427267818169,144.97321342759503,"BOWLES, William Leslie",1952,"Sandstone and granite fluted columns are flanked by two large bronze statues with two small heraldic sandstone statures standing north and south on a low set elliptical wall surrounding the central megalithic column. On the eastern face stands a statue of King George V in full Garter Robes, wearing the Imperial Crown and holding the ceremonial sceptre and orb.  On the western face stands a statue representing Maternal Britannia holding a cross and olive branch in her hands, symbolic of love and peace, with two children representing the Dominions and Colonies living in peace under British rule are at her feet.  Heraldic statures of a lion and a unicorn flank the northern and southern extremities of the base.  Each animal holds a shield showing the armorial bearings of King George V. The column structure is surrounded with bluestone paving slabs with a set of seven step stairs on the west and east side leading down into the parklands.  Bowles' memorial to George V is highly symbolic in design, signalling the power of the monarchy and the British Empire's paternalism towards its colonies. George came to the throne in 1910 and was more a representative of the people than a political sleuth, as had been Elizabeth I and Edward VII. The Empire underwent several changes during his rule: an independent Irish parliament was established in 1918, the country then divided along religious lines two years later, and demands for self-governance in the colonies resulted in the creation of the British Commonwealth of Nations in 1931.   King George V died in 1936. The outbreak of World War Two delayed the construction of Bowles' memorial to him, which was funded by public subscription and by council. The monument was unveiled in 1952 and underwent conservation in 1996.",
179,Sir Samuel Gillott,Artworks & Fountains,Bust,"Collins Street between Spring Street and Exhibition Street approximately 22m SE of The Melbourne Club, 36 Collins Street, Melbourne, 3000",-37.81372573647249,144.97261542256064,"Richardson, Charles Douglas",1905,"Italian marble bust of Sir Samuel Gillott wearing Mayoral chains  Sir Samuel Gillott b. Sheffield, England 1838  arr. Melbourne 1856 d Sheffield, England 1913 Mayor 1900-1902, Lord Mayor 1902-1903",
180,Captain Matthew Flinders Statue,Artworks & Fountains,Statue,"Approximately 38m NE of 13 Swanston Street, Melbourne, 3000",-37.81696330579109,144.96748759277108,"GILBERT, Charles Web; BARBEDIENNE, F",1925,"A bronze figure of Matthew Flinders in his Commander''''''''''''''''s uniform, standing on the prow of a boat, braced against the wind, brought ashore by two seamen. The bronze sculpture sits on a granite plinth. Unveiled 8 November 1925.  The idea for a monument to Matthew Flinders was first discussed in1911 after a meeting of the Royal Geographical Society of Melbourne. In 1915 a public subscriptions began, however with the coming of war the plans were put on hold. In 1922 the notion was resurrected, this time by the Melbourne City Council, and C. Web Gilbert was elected to create the piece. In subsequent months there was much factional fighting and public debate about the location and the form of the sculpture. There was heavy competition for the statue to be placed at the St Kilda foreshore, but a Council meeting decided in 1923 that it ""must be located within the city of Melbourne."" Finally in 1924 a design was approved and permission was granted by St Paul''''''''''''''''s Cathedral to house the statue on their grounds. The bronze statue itself was cast in Paris by Barbedienne, and sadly Gilbert died just days before it returned to Melbourne. It was unveiled by the Governor, Lord Stradbroke on November 7 1925, in the presence of more than 3000 people.   Flinders gained acclaim for establishing the strait between mainland Australia and Tasmania in 1798. Over 1801'03, he mapped the coast of Australia, completed against great odds, and was the first cartographer to use `Australia' on maps, rather than `New Holland'. On the Flinders' Statue Fund collecting card, Professor Ernest Scott wrote: `amongst the seamen who habitually traverse these coasts, no name, not even that of Cook, is so deeply esteemed as his'.  Charles Web Gilbert was born in 1867 near Cockatoo, in Victoria. At a young age he became a pastry cook, modelling cake decorations. He later studied at the National Gallery Art School, but had no formal training in sculpture. Gilbert travelled to England at the outbreak of World War One, and shortly after to France, where he made battlefield models for the Australian Imperial Force. Returning to Australia, he worked for the Australian War Memorial, and later undertook many commemorative commissions. The Flinders monument is Gilbert's best known work and has been particularly admired for the use of the boat as the statue's base.",
181,George Hawkins Ievers Memorial Drinking Fountain,Artworks & Fountains,Drinking Fountain,"The Avenue between MacArthur Road and Gatehouse Street approximately 28m NE of CitiPower, Substation 22 Rear, 163 Gatehouse Street, Parkville, 3052",-37.79217291379831,144.9580902280125,"Richardson, Charles Douglas",1916,"Shrine-like architectural structure with marble bust positioned on top. Architecture constructed from grey Harcourt and polished Swedish red granite, bluestone steps. Drinking element in base under canopy. One of three memorial fountains dedicated to the Ievers family as a token of gratitude for the community''''''''s support.  Charles Douglas Richardson was born in England and arrived in Australia in 1858. He studied first in Melbourne and then London before returning to Australia. He produced many war memorials, as well as the famous Mercury statue for the former Age building in Collins Street and the bust of Sir Samuel Gillott, Melbourne's first Lord Mayor.   Richardson's shrine-like drinking fountain is one of three memorial fountains dedicated to the Ievers family and donated to the community in gratitude for its support. The Ievers had a long association with Carlton, with three family members representing the Smith Ward: William Jnr (1881'95), William Snr (1895'1901) and George (1901'21).   George Ievers proposed the fountains in 1913 as part of a beautification scheme coordinated by the Parks & Gardens Committee, of which he was a member. This memorial was the last of the three to be unveiled.",
182,Eagle,Artworks & Fountains,Sculpture,Wurundjeri Way between Bourke Street and Flinders Street,-37.82072476624313,144.9523913264332,Bruce Armstrong,2003,"Melbourne sculptor Bruce Armstrong's Eagle was commissioned to commemorate the naming of Wurundjeri Way. The work evokes Bunjil, the spirit creator of the Kulin nations which includes the Wurundjeri people. Bunjil took the form of both man and eagle during his time on Earth, and his spirit continues to offer guidance to those who choose to listen. Made from jarrah timber, aluminium and glass, Eagle keeps a watchful eye over Docklands.",
183,Tianjin Garden Chinese Lion Guardians,Artworks & Fountains,Sculpture,Chinatown Plaza,-37.81125373289736,144.969347694358,unknown,unknown,"In Cohen Place, just off the main artery of Chinatown, two marble lions stand sentry at the door to the Chinese Museum.   Often called Fu Lions (Lions of Buddha or Rui Shi), guardian lions first appeared during the Han Dynasty (206 BC'220 AD), after early travelers first saw them at Buddhist temples in India. The lions were thought to have mythic power and were stationed at temple doors to protect the dharma. In China they were traditionally placed at the gates to imperial palaces and tombs, temples and government offices to ward off evil and misfortune, but over the centuries they've shifted into the more popular realm, now even featuring outside supermarkets. They most commonly appear in pairs, the male lion playing with a ball (representing the world) and positioned to the right of the doorway, and the female, depicted with a cub (representing the family), positioned to the left.  They were a gift from the city of Tianjin, in recognition of Melbourne as its sister city.",
