description,type,model,location,condition,latitude,longitude
Seat - Concrete Bench Seat,Seat,Seat - Unclassified,"University Square approximately 44m West of Graduate Union Of The University Of Melbourne Inc, 216-228 Leicester Street, Carlton, 3053",3.0,-37.800594067577606,144.96061828435626
Seat - Metal Seat - Errol Street (NORTH MELBOURNE),Seat,Seat - Metal Seat,"Errol Street between Queensberry Street and Arden Street approximately 14m East of Errol Mews, 155 Errol Street, North Melbourne, 3051",3.0,-37.80131273010848,144.9499199924538
Seat - Timber Bench with Aluminium Legs - Docklands,Seat,Seat - Timber Bench with Aluminium Legs - Docklands,"River Esplanade approximately 26m NE of Mad Duck Cafe, 92 River Esplanade, Docklands, 3008",3.16,-37.82423433486981,144.9442950579571
Drinking Fountain - Leaf Type - Dog Bowl  - Fitzroy Gardens,Drinking Fountain,Drinking Fountain - Leaf Type - Dog Bowl,Fitzroy Gardens,4.0,-37.815691536791896,144.98226715782863
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Spencer Street between Bourke Street and Little Bourke Street approximately 20m North of Hungry Jack's, Ground, 167 Spencer Street, Docklands, 3008",3.41,-37.81672618783493,144.95293145410184
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Batmans Hill Drive between Bourke Street and Collins Street approximately 17m South of Ground, 71-77 Batmans Hill Drive, Docklands, 3008",3.3,-37.81939766455835,144.9483928454055
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 27m SE of City of Melbourne, Southern Pavilion, Fawkner Park, Commercial Road, South Yarra, 3141",3.0,-37.84338067153429,144.98185407369164
Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Kings Domain approximately 66m West of City of Melbourne, Kings Domain, Alexandra Avenue, Melbourne, 3004",3.0,-37.82515844596117,144.97414034969145
Seat - Urban Design Park Style - Green Powder Coat - Kings Domain,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Kings Domain approximately 66m North of Serco Australia Pty Limited, Kings Domain Depot, 10 Government House Drive, Melbourne, 3004",3.0,-37.82639488491069,144.9750271454807
Seat - Urban Design Park Style - Green Powder Coat - Kings Domain South,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Kings Domain South approximately 52m SW of F Gate Lodge, F Gate Lodge, Royal Botanic Gardens Victoria, Birdwood Avenue, Melbourne, 3004",4.0,-37.83154053758515,144.97707855996174
Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,"Royal Park approximately 80m East of City of Melbourne, Brens Pavilion, Royal Park, Macarthur Road, Parkville, 3052",3.0,-37.78667651618329,144.95584478424186
Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,Royal Park,4.0,-37.77942517825934,144.9562757408103
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Fawkner Park,4.0,-37.8408409214693,144.97885127500302
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"Harbour Esplanade between Bourke Street and La Trobe Street approximately 49m East of Berth 7, 161 Harbour Esplanade, Docklands, 3008",3.44,-37.816008130348806,144.94552203541383
Picnic Setting - Urban Design Style - Royal Park,Picnic Setting,Picnic Setting - unspecified,"Royal Park approximately 51m North of City of Melbourne, Ross Straw Field Pavilion, Royal Park, Oak Street, Parkville, 3052",3.0,-37.783100227425216,144.9442438120722
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Newquay Promenade approximately 32m SE of Docklands Lotus Restaurant, 12-16 Newquay Promenade, Docklands, 3008",3.44,-37.81436721851963,144.94360359174755
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Collins Street between Swanston Street and Elizabeth Street approximately 12m West of Bupa, 249 Collins Street, Melbourne, 3000",3.45,-37.81590505309978,144.96546811890462
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Flinders Street between Swanston Street and Elizabeth Street approximately 4m SE of Ground, 244 Flinders Street, Melbourne, 3000",4.45,-37.81766494033133,144.96635904257303
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Spring Street between Flinders Lane and Collins Street approximately 33m North of Ground, Mezzanine & Level 1, 49 Spring Street, Melbourne, 3000",3.4,-37.81365636300141,144.97398294739406
Seat - Metal Bench,Seat,Seat - Metal Bench,"Navigation Drive between Bourke Street and Collins Street approximately 45m East of 82 Geographe Street, Docklands, 3008",3.16,-37.819942055046745,144.94594757187068
Seat - Flat Bench Seat - L Shaped,Seat,Seat - Flat Bench Seat - L Shaped,"Altona Street between Ormond Street and Kensington Road approximately 9m East of Kensington Community Recreation Centre, Kensington Community Centre, 111 Altona Street, Kensington, 3031",3.17,-37.79633939621807,144.92484123708783
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Little Lonsdale Street and La Trobe Street approximately 31m North of Unit 901, 339 Swanston Street, Melbourne, 3000",1.16,-37.81006011011676,144.96392985990525
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Water Plaza approximately 8m SW of Magic Charters Melbourne, Berth Water Plaza, 40 Victoria Harbour Promenade, Docklands, 3008",3.44,-37.81899638110068,144.94272250867482
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Harbour Esplanade between La Trobe Street and Dudley Street approximately 4m NW of NBN Co Limited, The Innovation Building, 192 Harbour Esplanade, Docklands, 3008",3.44,-37.81434039590327,144.94484422033798
Seat - Urban Design Park Style - Green Powder Coat - Kings Domain South,Seat,,"Kings Domain South approximately 60m North of CitiPower Pty Ltd, Substation 20, 180 Domain Road, Melbourne, 3004",4.0,-37.83351182810037,144.98254379988614
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,Drinking Fountain,Drinking Fountain - Leaf Type - With Bottle Refill Tap,"La Trobe Street between Elizabeth Street and Queen Street approximately 4m SW of Core Realty Pty Ltd, 284 La Trobe Street, Melbourne, 3000",3.44,-37.81027785022815,144.9610923413044
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Rakaia Way between Docklands Drive and Caravel Lane approximately 5m North of 11 Rakaia Way, Docklands, 3008",3.29,-37.814297634572405,144.94054006353966
Seat - Stainless Steel Bench - Docklands - Victoria Green,Seat,Seat - Stainless Steel Bench - Docklands,"Victoria Green approximately 20m West of 66 Geographe Street, Docklands, 3008",3.0,-37.820573470743234,144.94536704451107
Seat - Stainless Steel Seat - Swivel - Victoria Green,Seat,Seat - Stainless Steel Seat - Swivel,"Victoria Green approximately 21m NE of 23 Karlsruhe Lane, Docklands, 3008",3.0,-37.82068604887144,144.94541992940134
Seat - Stainless Steel Seat - Swivel - Victoria Green,Seat,Seat - Stainless Steel Seat - Swivel,"Victoria Green approximately 21m SW of 66 Geographe Street, Docklands, 3008",3.0,-37.82067256069116,144.94542677889052
Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"J J Holland Park approximately 90m SE of The Venny Inc, The Venny, 85 Kensington Road, Kensington, 3031",3.0,-37.79748995047144,144.92376909307856
Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"J J Holland Park approximately 64m West of Kensington Community Children's Co-Operative, Kensington Community Children's Co-operative, 81B Altona Street, Kensington, 3031",3.0,-37.797108886813504,144.92480425746157
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Swanston Street between Lonsdale Street and Little Lonsdale Street approximately 6m NE of Kwafood Fried Chuan Swanston, 287 Swanston Street, Melbourne, 3000",4.44,-37.81129539057941,144.96449499950245
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Lonsdale Street and Little Lonsdale Street approximately 6m East of David's Master Pot Swanston, Ground, 301 Swanston Street, Melbourne, 3000",4.16,-37.81103783029487,144.96438007772616
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Swanston Street between Lonsdale Street and Little Lonsdale Street approximately 8m SE of Princess Highway, 311 Swanston Street, Melbourne, 3000",4.44,-37.81092550066317,144.9643254593876
Seat - Stainless Frame with Narrow Wooden Slats (Back to Back) - State Library of Victoria,Seat,Seat - Stainless Frame with Narrow Wooden Slats (Back to Back),"State Library of Victoria approximately 63m NE of Unit 901, 339 Swanston Street, Melbourne, 3000",3.0,-37.80991736123709,144.96445617296405
Barbeque - Urban Design Double Hotplate - Alexandra Park,Barbeque,,"Alexandra Park approximately 77m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",4.0,-37.824126419080216,144.97752654664086
Seat - Metal Bench,Seat,Seat - Metal Bench,"Swanston Street between Lonsdale Street and Little Lonsdale Street approximately 10m NW of Universal Store, 288-290 Swanston Street, Melbourne, 3000",3.16,-37.81098683398843,144.96457355862432
Seat - Metal Bench,Seat,Seat - Metal Bench,"Swanston Street between Flinders Lane and Collins Street approximately 6m East of VFS Services Australia Pty Ltd, Lvl 12 & Part Lvl 13, 55 Swanston Street, Melbourne, 3000",4.16,-37.81626621947352,144.96678139070625
Seat - Stainless Steel Seat - 3m & LED lights,Seat,Seat - Stainless Steel Seat - 3m & LED lights,"Swanston Street between Flinders Lane and Collins Street approximately 7m NE of Money Exchange, Ground, 67 Swanston Street, Melbourne, 3000",3.44,-37.81602376066961,144.96667455944387
Seat - Metal Bench,Seat,Seat - Metal Bench,"Swanston Street between Bourke Street and Little Bourke Street approximately 6m SW of The Tasty Spicy Hot Pot, 212 Swanston Street, Melbourne, 3000",4.16,-37.812848050513225,144.96542970578707
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Bourke Street and Little Bourke Street approximately 19m South of Money Exchange, Kiosk, 246 Bourke Street, Melbourne, 3000",3.16,-37.81334036419136,144.96564882921032
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Bourke Street and Little Bourke Street approximately 10m North of Bupa, Shop 6, 201 Swanston Street, Melbourne, 3000",3.16,-37.81289949846336,144.96523620812897
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Bourke Street and Little Bourke Street approximately 10m SE of Superhiro, 211-213 Swanston Street, Melbourne, 3000",4.16,-37.81287755122653,144.9652281776694
Seat - Metal Seat,Seat,Seat - Metal Seat,"Approximately 52m North of Queensbridge Square, 1A Queens Bridge Street, Southbank, 3006",1.16,-37.82079610628431,144.96178502863705
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Market Street Park,2.75,-37.8175239427856,144.96013037555608
Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street approximately 8m North of Sportsgirl, Shop 23, 283 Bourke Street, Melbourne, 3000",3.45,-37.81373202049729,144.96518495146964
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street approximately 18m East of David Jones, 294-312 Bourke Street, Melbourne, 3000",3.45,-37.813712009252086,144.96483529083528
Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street approximately 9m South of David Jones, 294-312 Bourke Street, Melbourne, 3000",3.45,-37.813756931294186,144.96463447252526
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street approximately 10m West of Foot Locker, Gnd & Flr1, 327-329 Bourke Street, Melbourne, 3000",2.45,-37.81409068417104,144.9639804299654
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street approximately 16m SW of Myer Melbourne, Gnd - Levels 2,5 & 7, Part Levels 4 & 6, 314-336 Bourke Street, Melbourne, 3000",3.45,-37.81396181004696,144.96392796866715
Seat - Metal Bench,Seat,Seat - Metal Bench,"Franklin Street between Swanston Street and Elizabeth Street approximately 17m North of Kicks, 446 Elizabeth Street, Melbourne, 3000",3.01,-37.80821491889362,144.9606523791735
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 10m SE of Readings at the State Library of Victoria, Ground, 285-321 Russell Street, Melbourne, 3000",3.42,-37.809529912062,144.96644664410812
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Bourke Street between Cumberland Street and Collins Street approximately 16m SE of Saluministi, 892 Bourke Street, Docklands, 3008",3.44,-37.82052707120533,144.9413435684382
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Adela Lane from Collins Street approximately 29m East of Winston Serviced Apartments, 891 Collins Street, Docklands, 3008",4.44,-37.82099725325629,144.9421861742844
Seat - Stainless Steel Straight Seat - Docklands,Seat,Seat - Stainless Steel Straight Seat - Docklands,"Newquay Promenade approximately 10m South of 42 Newquay Promenade, Docklands, 3008",3.43,-37.81488530028621,144.9419219762286
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Bourke Street between Harbour Esplanade and Enterprize Way approximately 19m SW of National Australia Bank Limited, 808 Bourke Street, Docklands, 3008",3.44,-37.81947727410532,144.9446539155137
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Saint Mangos Lane between Caravel Lane and Newquay Promenade approximately 4m SE of Juiced Life Docklands, Tenancy 11, 17-19 Saint Mangos Lane, Docklands, 3008",3.44,-37.81437829504704,144.94143192444284
Seat - Timber Seat with Aluminium Legs - Docklands,Seat,Seat - Timber Seat with Aluminium Legs - Docklands,"River Esplanade approximately 30m East of Mad Duck Cafe, 92 River Esplanade, Docklands, 3008",3.16,-37.82430932272485,144.94437307196185
Seat - Timber Bench with Aluminium Legs - Docklands,Seat,Seat - Timber Bench with Aluminium Legs - Docklands,"River Esplanade approximately 18m NE of 122 River Esplanade, Docklands, 3008",3.16,-37.8236002801008,144.9430830654722
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Docklands Drive between Harbour Esplanade and Saint Mangos Lane approximately 9m West of Yolk Agency Pty Ltd, 361 Docklands Drive, Docklands, 3008",3.43,-37.81325527947337,144.94208299575618
Seat - Metal Seat - Park Type - Birrarung Marr,Seat,Seat - Metal Seat - Park Type,"Birrarung Marr approximately 10m NE of Yarra River Cruises, Berth 2, Princes Walk, Melbourne, 3000",3.0,-37.81879397355662,144.96879946144543
Seat - Metal Seat - Pleasance Gardens,Seat,Seat - Metal Seat,"Pleasance Gardens approximately 30m North of Bangalore, 33 Canning Street, North Melbourne, 3051",3.0,-37.79623814985468,144.94489618283154
Seat - Metal Seat - Stapley Parade Reserve,Seat,Seat - Metal Seat,"Alexandra Avenue between Anderson Street and Walsh Street approximately 71m NW of 11 Alexandra Avenue, South Yarra, 3141",4.0,-37.82831089922335,144.9852452516975
Seat - Metal Seat - Gordon Reserve,Seat,Seat - Metal Seat,"Gordon Reserve approximately 42m NW of Department Of Premier And Cabinet, 1 Macarthur Street, East Melbourne, 3002",3.0,-37.81210592683301,144.97421048685342
Seat - Straight Seat - Wooden Battens - Type 2 - Wellington Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Wellington Park,4.0,-37.81613511471428,144.97785554599133
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,Princes Park,3.0,-37.78521213381399,144.96231616098524
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,"Bayswater Road Park approximately 16m NE of Unit 2, 57 Bayswater Road, Kensington, 3031",4.0,-37.793893281752496,144.92368741034468
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,"Royal Park approximately 79m NE of Winterville, 323 Flemington Road, North Melbourne, 3051",2.0,-37.79110282733468,144.94502179165377
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,"Royal Park approximately 74m NE of Winterville, 323 Flemington Road, North Melbourne, 3051",3.0,-37.79102489535352,144.94489381255875
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,"Kings Domain South approximately 25m North of Matilda 159, Restaurant, Ground, 159 Domain Road, South Yarra, 3141",3.0,-37.83389663178789,144.9814293341254
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,"Fawkner Park approximately 50m NW of CitiPower Pty Ltd, Substation 28, 30 Commercial Road, South Yarra, 3141",4.0,-37.844595273914855,144.98032498214843
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,Birrarung Marr,4.0,-37.82007106890082,144.97508002726582
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,"Kings Domain South approximately 34m North of Botanical Hotel, 169 Domain Road, South Yarra, 3141",4.0,-37.83384208100603,144.98181657838313
Picnic Setting - Wooden Style,Picnic Setting,Picnic Setting - unspecified,"Womens Peace Garden approximately 45m NE of 23 Rogan Lane, Kensington, 3031",3.0,-37.79151565290129,144.92369912583445
Picnic Setting - Slat and steel urban design,Picnic Setting,Picnic Setting - unspecified,Miles & Dodds Street Reserve,3.0,-37.8286569372525,144.96741341045328
Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Argyle Square approximately 54m North of Clinica Lase, Ground, 23-25 Argyle Place South, Carlton, 3053",4.0,-37.80309580055464,144.96557152838042
Seat - Straight Seat - Wooden Battens - Type 2 - Canning Street Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Canning & Neill Street Reserve approximately 25m NW of 19 Neill Street, Carlton, 3053",3.0,-37.793314885596594,144.97377983371123
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Royal Park,4.0,-37.78710602990379,144.95316286425128
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Princes Park approximately 82m SE of 303 Royal Parade, Parkville, 3052",4.0,-37.78684108554011,144.95960304155568
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Park approximately 60m NE of 295 Flemington Road, North Melbourne, 3051",2.0,-37.79158484986524,144.9453927218679
Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"J J Holland Park approximately 99m NW of 125 Ormond Street, Kensington, 3031",3.0,-37.798280344867024,144.92605378587976
Seat - Straight Seat - Wooden Battens - Type 2 - Lincoln Square,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Lincoln Square,3.0,-37.80253219165432,144.9622975843925
Seat - Straight Seat - Wooden Battens - Type 2 - Lincoln Square,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Lincoln Square approximately 31m North of Bar Holiday, 19-21 Lincoln Square South, Carlton, 3053",3.0,-37.803009940514734,144.96290901565283
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Princes Park,4.0,-37.78338108905586,144.963466046505
Seat - Straight Seat - Wooden Battens - Type 2 - Reserve (1-19 Frearson Walk),Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Approximately 12m SE of 168 Newman Street, Kensington, 3031",4.0,-37.79465859086184,144.92354617294458
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Princes Park approximately 100m East of Nock Lofty, 551-559 Royal Parade, Parkville, 3052",3.0,-37.77897070089623,144.96086621358967
Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"J J Holland Park approximately 30m NW of 129 Ormond Street, Kensington, 3031",4.0,-37.79890205417573,144.92629374698643
Seat - Straight Seat - Wooden Battens - Type 2 - Clayton Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Clayton Reserve approximately 25m NE of Core Auto Electrical Services Pty Ltd, 13 Boundary Road, North Melbourne, 3051",4.0,-37.79574498661994,144.93893798406367
Seat - Straight Seat - Wooden Battens - Type 2 - Argyle Square,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Argyle Square approximately 41m North of Nutrition Biomed, 29 Argyle Place South, Carlton, 3053",4.0,-37.80319714222874,144.96540746689658
Seat - Straight Seat - Wooden Battens - Type 2 - Clayton Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Clayton Reserve,4.0,-37.79606439611523,144.9393157999605
Seat - Straight Seat - Wooden Battens - Type 2 - Enterprize Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Enterprize Park approximately 77m SW of Customs Square, 401 Flinders Street, Melbourne, 3000",4.0,-37.8200625544394,144.95980283145025
Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Queen Victoria Gardens,3.0,-37.822033383307705,144.97187062322317
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 85m SE of 1 Eades Street, East Melbourne, 3002",4.0,-37.81049229883355,144.9814692111118
Seat - Straight Seat - Wooden Battens - Type 2 - Alexandra Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Alexandra Gardens,3.0,-37.82014569070687,144.97106515556754
Seat - Straight Seat - Wooden Battens - Type 2 - Darling Square,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Darling Square approximately 52m East of 141 Simpson Street, East Melbourne, 3002",4.0,-37.81262290135743,144.98891317944603
Seat - Straight Seat - Wooden Battens - Type 2 - Jolimont Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Jolimont Reserve,3.0,-37.81644652418032,144.98058386008285
Seat - Straight Seat - Wooden Battens - Type 2 - Treasury Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Treasury Gardens,3.0,-37.8143632805152,144.97602332740848
Seat - Straight Seat - Wooden Battens - Type 2 - Treasury Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Treasury Gardens approximately 49m East of Department Of Premier And Cabinet, Department of Premier & Cabinet, 1 Treasury Place, East Melbourne, 3002",3.0,-37.81343258856995,144.97553314385823
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 43m NE of Amrep As Pty Ltd, Auditorium - Baker Research Institute, Amrep Building, Alfred Hospital, 75 Commercial Road, Melbourne, 3004",4.0,-37.84526321324303,144.98365717181775
Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Carlton Gardens North approximately 63m East of Carlton Gardens Primary School, 215 Rathdowne Street, Carlton, 3053",3.0,-37.80216578433816,144.97024027407784
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Society,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Society Of Victoria approximately 14m North of The Royal Society Of Victoria Incorporated, Royal Society Of Victoria, 8 La Trobe Street, Melbourne, 3000",4.0,-37.80780042176978,144.96899761783715
Seat - Straight Seat - Wooden Battens - Type 2 - Gordon Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Gordon Reserve,3.0,-37.8123849754944,144.97408733616749
Seat - Straight Seat - Wooden Battens - Type 2 - Flagstaff Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Flagstaff Gardens approximately 77m SE of Australian Chiropractors Association (Vic) Limited, 38-40 Dudley Street, West Melbourne, 3003",4.0,-37.80898705544836,144.9546880592343
Seat - Straight Seat - Wooden Battens - Type 2 - Jolimont Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Jolimont Reserve approximately 39m North of 157 Wellington Parade South, East Melbourne, 3002",4.0,-37.81627417728004,144.97949403892903
Seat - Straight Seat - Wooden Battens - Type 2 - Flagstaff Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Flagstaff Gardens approximately 70m SW of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",4.0,-37.81028080229776,144.95447129773143
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Society,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Society Of Victoria approximately 44m North of The Royal Society Of Victoria Incorporated, Royal Society Of Victoria, 8 La Trobe Street, Melbourne, 3000",4.0,-37.80752794041612,144.96902053130128
Seat - Straight Seat - Wooden Battens - Type 2 - Parliament Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Parliament Reserve,4.0,-37.80983477668124,144.97366043644843
Seat - Straight Seat - Wooden Battens - Type 2 - Enterprize Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Enterprize Park approximately 83m SW of Customs Square, 401 Flinders Street, Melbourne, 3000",4.0,-37.820216468069766,144.95984403472545
Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Queen Victoria Gardens,3.0,-37.8224669256795,144.97082379054018
Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Queen Victoria Gardens,3.0,-37.82221614340224,144.97026001104192
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 77m West of Roccella, Ground, 158 Clarendon Street, East Melbourne, 3002",4.0,-37.81180009699117,144.9826265286953
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 61m North of Serco Group Pty Limited, Conservatory, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",4.0,-37.81354330007173,144.97838927753588
Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Carlton Gardens South approximately 51m East of Epocha Restaurant, Montefiore House, Exhibition Mews, 49 Rathdowne Street, Carlton, 3053",3.0,-37.80605364914187,144.96944585498844
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Fawkner Park,3.0,-37.84414418759019,144.9824137367213
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Fawkner Park,4.0,-37.83965982475647,144.97950123215023
Seat - Straight Seat - Wooden Battens - Type 2 - Stapley Parade Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Stapley Parade Reserve,4.0,-37.82223561935877,144.97686323476427
Seat - Straight Seat - Wooden Battens - Type 2 - Wellington Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Wellington Park approximately 41m North of 235 Wellington Parade South, East Melbourne, 3002",3.0,-37.8158778295984,144.97657039570606
